Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2011","2011","kg/pc","2.06","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2011","2011","kg/1000 Int.$","7.2","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2012","2012","t","2061800","A","Official figure","Official data collected from national publication"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2012","2012","kg/ha","12.18","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2012","2012","kg/pc","1.62","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2012","2012","kg/1000 Int.$","5.59","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2013","2013","t","2098900","A","Official figure","Official data collected from national publication"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2013","2013","kg/ha","12.39","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2013","2013","kg/pc","1.63","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2013","2013","kg/1000 Int.$","5.45","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2014","2014","t","2532900","A","Official figure","Official data collected from national publication"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2014","2014","kg/ha","14.95","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2014","2014","kg/pc","1.94","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2014","2014","kg/1000 Int.$","6.42","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2015","2015","t","2401500","A","Official figure","Official data collected from national publication"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2015","2015","kg/ha","14.18","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2015","2015","kg/pc","1.82","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2015","2015","kg/1000 Int.$","6.17","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2016","2016","t","2508300","A","Official figure","Official data collected from national publication"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2016","2016","kg/ha","14.81","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2016","2016","kg/pc","1.87","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2016","2016","kg/1000 Int.$","6.2","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2017","2017","t","2778800","A","Official figure","Official data collected from national publication"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2017","2017","kg/ha","16.45","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2017","2017","kg/pc","2.05","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2017","2017","kg/1000 Int.$","6.48","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2018","2018","t","2779100","A","Official figure","Official data collected from national publication"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2018","2018","kg/ha","16.47","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2018","2018","kg/pc","2.03","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2018","2018","kg/1000 Int.$","6.23","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2019","2019","t","2640900","A","Official figure",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2019","2019","kg/ha","15.66","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2019","2019","kg/pc","1.91","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2019","2019","kg/1000 Int.$","5.78","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2020","2020","t","3153700","A","Official figure",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2020","2020","kg/ha","18.77","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2020","2020","kg/pc","2.26","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2020","2020","kg/1000 Int.$","6.71","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2021","2021","t","2529500","A","Official figure",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2021","2021","kg/ha","15.05","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2021","2021","kg/pc","1.8","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2021","2021","kg/1000 Int.$","5.24","E","Estimated value",""
